Unnamed: 0,product_id,title,authors,original_price,current_price,quantity,category,n_review,avg_rating,manufacturer,discount_percentage,Revenue
1469,46789749,Sa Môn Không Hải Thết Yến Bầy Quỷ Đại Đường Tập 1,Yumemakura Baku,130000,78000,1271,Truyện Giả Tưởng - Huyền Bí - Phiêu Lưu,191,4.7,Nhà Xuất Bản Hà Nội,40.0,99138000
1470,193684715,Ngoan Cường Vượt Định Kiến,Chimamanda Ngozi Adichie,79000,56900,175,Others,17,4.6,Nhà Xuất Bản Thanh Niên,27.97,9957500
1471,198198501,Ngang Tàng - Tập 2,Vu Triết,198000,124900,137,Truyện Dài,27,5.0,Nhà Xuất Bản Hội Nhà Văn,36.92,17111300
1472,80142837,Hackers IELTS Basic- Listening,Hackers,229000,146000,900,Sách Học Tiếng Anh,248,5.0,Nhà Xuất Bản Thế Giới,36.24,131400000
1473,196831940,Thấu Hiểu Con Người,Nate Regier,185000,157000,102,Others,6,4.7,Nhà Xuất Bản Tổng Hợp Tp.Hcm,15.14,16014000
1474,41615620,Thám Tử Lừng Danh Conan Tập 11 (Tái Bản 2019),Gosho Aoyama,20000,19000,637,Others,65,5.0,Unknown,5.0,12103000
1475,12533371,Đạo Đức Kinh,Lão Tử,99000,65000,1427,Others,51,5.0,Unknown,34.34,92755000
1476,447164,Tôi Vẽ - Phương Pháp Tự Học Vẽ Truyện Tranh,Nhóm Tác Giả,100000,68000,5789,Others,946,4.8,Unknown,32.0,393652000
1477,72742668,Sức Mạnh Của Văn Hóa Doanh Nghiệp,Chris Dyer,158000,150100,26,"Sách Quản Trị, Lãnh Đạo",3,3.7,Nhà Xuất Bản Dân Trí,5.0,3902600
1478,36854641,Sự Thật Về Thế Giới : Mười Lý Do Khiến Ta Hiểu Sai Về Thế Giới - Và Vì Sao Thế Gian Này Tốt Hơn Ta Tưởng,Hans Rosling Ola Rosling,160000,114000,4376,Others,560,4.8,Unknown,28.75,498864000
1479,72512093,Bộ Sách Tự Xóa Thông Minh - Bé Vào Lớp 1 (5 -6 tuổi) (Tặng Kèm Bút Xóa),Unknown,89000,56100,1090,Kiến Thức - Bách Khoa,209,4.7,Nhà Xuất Bản Mỹ Thuật,36.97,61149000
1480,73684906,Marketing Phải Bán Được Hàng,Donald Miller,159000,106000,1001,Sách Marketing - Bán Hàng,141,4.8,Nhà Xuất Bản Lao Động,33.33,106106000
1481,164990688,Bách Khoa Lịch Sử Thế Giới - Tái Bản 2022,Nhieu Tac Gia,550000,422400,78,Lịch Sử Thế Giới,16,5.0,Nhà Xuất Bản Dân Trí,23.2,32947200
1482,195624160,Thai Giáo Theo Chuyên Gia - 280 Ngày Mỗi Ngày Đọc 1 Trang,Trạch Quế Vinh,115000,80500,103,Sách Làm Cha Mẹ,2,5.0,Nhà Xuất Bản Phụ Nữ,30.0,8291500
1483,11313176,Chàng Cắn Hồ Đào Và Vua Chuột,E.T.A Hoffmann,108000,92000,2802,Tiểu Thuyết,0,0.0,Nhà Xuất Bản Hội Nhà Văn,14.81,257784000
1484,189558675,"Sổ Tay Công Thức Giải Nhanh Vật Lý 12, Kiến Thức Trọng Tâm Vật Lý ôn thi THPT QG bản 2022",Unknown,98000,46000,108,Others,9,5.0,Nhà Xuất Bản Dân Trí,53.06,4968000
1485,178502501,"Boxset ""Thời Thơ Ấu Dài Lâu""",Nguyễn Nhật Ánh,990000,688001,242,Văn Học Thiếu Nhi,65,4.5,Nxb Trẻ,30.5,166496242
1486,197745260,Combo Sách Không Phải Sói Nhưng Cũng Đừng Là Cừu + Thao Túng Tâm Lý (Bộ 2 Cuốn),Lê Bảo Ngọc,227066,196020,50,Others,2,5.0,Nhiều Nhà Xuất Bản,13.67,9801000
1487,202429188,Hiệu Ứng Lucifer - Tập 1,Philip Zimbardo,239000,146000,52,Tiểu Thuyết,5,4.6,Nhà Xuất Bản Thanh Niên,38.91,7592000
1488,108501281,"Hộp Sách (Gồm 4 Cuốn) Sức Mạnh Tư Duy : Tư Duy Phản Biện + Tư Duy Vượt Giới Hạn, Thành Công Vượt Đám Đông + Tư Duy Logic + Rèn Luyện Tư Duy Logic (Tái Bản)",Unknown,501000,399000,171,Others,46,5.0,Nhiều Nhà Xuất Bản,20.36,68229000
1489,19349145,Bí Mật Tư Duy Triệu Phú (Tái Bản 2019),T.Harv Eker,99500,99500,2088,Bài Học Kinh Doanh,273,4.8,Nhà Xuất Bản Tổng Hợp Tp.Hcm,0.0,207756000
1490,83680361,ISMS - Hiểu Về Nghệ Thuật Hiện Đại,Sam Phillips,245000,159200,159,Others,38,4.8,Nhà Xuất Bản Thế Giới,35.02,25312800
1491,142791749,Sự Trỗi Dạy Và Suy Tàn Của Đế Chế Thứ 3 (Tái Bản),William L.Shirer,385000,269000,461,Lĩnh Vực Khác,120,4.5,Nhà Xuất Bản Thông Tin Và Truyền Thông,30.13,124009000
1492,158307847,Anh Sẽ Đi Tìm Em Trên Chiếc Xe Đạp Hỏng,Ichikawa Takuji,128000,96100,552,Tác Phẩm Kinh Điển,109,5.0,Nhà Xuất Bản Hà Nội,24.92,53047200
1493,57870426,Sức Mạnh Của Ngôn Từ (Tặng Kèm 1 Photocard Mintbooks Limited),Shin Dohyeon,96000,58520,13288,Others,3124,4.8,Nhà Xuất Bản Thanh Niên,39.04,777613760
1494,203899324,Unstoppable Us – Không Thể Dừng Bước - Tập 1: Loài Người Chinh Phục Thế Giới Như Thế Nào,Unknown,269000,213999,15,Lịch Sử Thế Giới,0,0.0,Nhà Xuất Bản Tri Thức,20.45,3209985
1495,111271564,Vòng Xoáy Đi Lên - Đảo Chiều Trầm Cảm Từ Những Thay Đổi Nhỏ,Alex Korb,149000,104300,552,Others,94,4.8,Nhà Xuất Bản Công Thương,30.0,57573600
1496,2202113,Đoàn Tàu Trong Mơ,Sherri Duskey Rinder,88000,44000,547,Tiểu Thuyết,20,4.1,Unknown,50.0,24068000
1497,187824773,Tướng Về Hưu Và Những Truyện Khác (Bản Đặc Biệt),Nguyễn Huy Thiệp,360000,266400,134,Others,19,5.0,Nxb Trẻ,26.0,35697600
1498,192125793,Harry Potter và tên tù nhân ngục Azkaban (Tái Bản 2022),J.K.Rowling,205000,149200,125,Truyện Giả Tưởng - Huyền Bí - Phiêu Lưu,19,5.0,Nxb Trẻ,27.22,18650000
1499,6807847,Cảm Ơn Người Lớn (Bìa Mềm),Nguyễn Nhật Ánh,110000,79200,31302,Truyện Dài,1007,4.8,Unknown,28.0,2479118400
1500,194103341,Bột Nước Muối Men: Nền tảng của bánh mỳ và pizza thủ công,Ken Forkish,360000,264000,132,Others,9,5.0,Nhà Xuất Bản Phụ Nữ,26.67,34848000
1501,101983078,Ông Nội Vượt Ngục,David Walliams,128000,76800,483,Others,72,4.8,Nhà Xuất Bản Hội Nhà Văn,40.0,37094400
1502,184101370,Sức Mạnh Của Thói Quen (Tái Bản 2022),Charles Duhigg,169000,106470,134,Others,12,5.0,Nhà Xuất Bản Lao Động,37.0,14266980
1503,980770,Chí Phèo,Nam Cao,48000,36100,1932,Truyện Ngắn - Tản Văn - Tạp Văn,314,4.8,Unknown,24.79,69745200
1504,58946834,Sách PACE Books - Lãnh đạo tỉnh thức (The Mindful Leader) - Michael Bunting,Michael Bunting,105000,83500,642,"Sách Quản Trị, Lãnh Đạo",58,5.0,Nhà Xuất Bản Tổng Hợp Tp.Hcm,20.48,53607000
1505,197558906,Tanaka Lúc Nào Cũng Vật Vờ - Tập 2,Nozomi Uda,38000,37000,219,Others,28,5.0,Nhà Xuất Bản Kim Đồng,2.63,8103000
1506,193209826,Con Đường Tơ Lụa - Vạn Dặm Xa Từ Pakistan Tới Tây An,Trần Hồng Ngọc,129000,88300,71,Others,7,5.0,Nhà Xuất Bản Lao Động,31.55,6269300
1507,160370177,Không Ai Qua Sông (Tập Truyện Ngắn Nguyễn Ngọc Tư)(Tái Bản),Nguyễn Ngọc Tư,100000,71900,127,Truyện Ngắn - Tản Văn - Tạp Văn,13,4.8,Nxb Trẻ,28.1,9131300
1508,40433264,Combo Bí Ẩn Mãi Mãi Là Bí Ẩn( Trọn bộ 6 cuốn)( tặng kèm sổ Tay Xương Rồng),Unknown,270000,175000,738,Kiến Thức Bách Khoa,169,5.0,Nxb Trẻ,35.19,129150000
1509,24862418,Stephen Hawking: Một Trí Tuệ Không Giới Hạn,Bbc,189000,126630,18,Tiểu Sử - Hồi Ký,5,3.8,Nhà Xuất Bản Tri Thức,33.0,2279340
1510,1697189,Nghìn Bí Mật Của Gà Con,Claude Ponti,54000,27000,275,Truyện Kể Cho Bé,5,4.6,Unknown,50.0,7425000
1511,16422526,365 Chuyện Kể Trước Giờ Đi Ngủ - Những Câu Chuyện Phát Triển Chỉ Số Tình Cảm EQ (Tái Bản),Unknown,78000,57000,1219,Truyện Kể Cho Bé,185,4.7,Unknown,26.92,69483000
1512,1864759,Giáo Trình HSK 3 - Sách Bài Tập (Kèm MP3),Khương Lệ Bình,188000,133001,1627,Sách Học Tiếng Hoa,218,5.0,Nhà Xuất Bản Tổng Hợp Tp.Hcm,29.25,216392627
1513,68350215,Combo Chinh Phục Luyện Thi Vào 10 Toán Văn Anh Theo Chủ Đề,Nhiều Tác Giả,477000,306000,1090,Others,344,5.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,35.85,333540000
1514,51251660,Chữa Lành Ánh Sáng Bản Thể,Barbara Ann Brennan,220000,154000,2058,Kiến Thức Bách Khoa,245,4.8,Nhà Xuất Bản Thế Giới,30.0,316932000
1515,197704314,Tri Kỷ Của Bụt (TBL5),Thích Nhất Hạnh,165000,147000,54,Others,3,5.0,Nhà Xuất Bản Thế Giới,10.91,7938000
1517,195801644,Black Jack - Tập 13 (Bìa Cứng),Osamu Tezuka,135000,117400,261,Others,27,5.0,Nxb Trẻ,13.04,30641400
1518,193994147,MADE IN VIETNAM,Unknown,279000,279000,88,Others,9,5.0,Nhà Xuất Bản Thanh Niên,0.0,24552000
1519,186088881,Ủ Một Miền Thơm,Vũ Thượng,110000,73700,180,Truyện Ngắn - Tản Văn - Tạp Văn,22,5.0,Nhà Xuất Bản Dân Trí,33.0,13266000
1520,198644085,Poco Ở Thế Giới Udon 6 - Một Mùa Thu Sóng Gió,Nodoka Shinomaru,58000,50000,116,Others,12,5.0,Nhà Xuất Bản Phụ Nữ,13.79,5800000
1521,4363785,Animorphs - Người Hóa Thú (Tập 4) : Thông Điệp,Katherine Applegate,63000,45800,15,Truyện Giả Tưởng - Huyền Bí - Phiêu Lưu,7,4.7,Unknown,27.3,687000
1522,11735262,Kinh Dịch Trọn Bộ (Bìa Cứng) - Ngô Tất Tố (Tái Bản 2019),Ngô Tất Tố,195000,195000,117,Others,17,4.7,Nhà Xuất Bản Hồng Đức,0.0,22815000
1523,141531685,Boxset Trọn Bộ 21 Tập: Assassination Classroom,Yusei Matsui,900000,719900,1210,Others,505,4.6,Nxb Trẻ,20.01,871079000
1524,51702499,Combo Trọn Bộ 4 Cuốn Hackers IELTS (Listening + Reading + Speaking + Writing),Viện Ngôn Ngữ Hackers,876000,613200,24,Sách Học Tiếng Anh,4,5.0,Nhà Xuất Bản Thế Giới,30.0,14716800
1525,52788074,Khu Vườn Mùa Hạ (Tái Bản 2020),Kazumi Yumoto,68000,64600,51,Tiểu Thuyết,16,5.0,Nhà Xuất Bản Văn Học,5.0,3294600
1526,90257133,Nghĩ Như Hoàng Đế La Mã - Triết Lý Khắc Kỷ Của Marcus Aurelius,Donald Robertson,150000,87600,871,Others,169,5.0,Nxb Trẻ,41.6,76299600
1527,197353397,Kaguya-Sama: Cuộc Chiến Tỏ Tình - Tập 1,Aka Akasaka,40000,38000,1064,Others,98,5.0,Nhà Xuất Bản Kim Đồng,5.0,40432000
1528,28292286,Combo 30 Chủ Đề Từ Vựng Tiếng Anh (2 Tập),Trang Anh,380000,230001,4644,Sách Học Tiếng Anh,1201,5.0,Unknown,39.47,1068124644
1529,148802194,Bản Đồ Các Ngày,Ransom Riggs,175000,105000,623,Tiểu Thuyết,138,4.8,Nhà Xuất Bản Hội Nhà Văn,40.0,65415000
1530,81499978,Ngôi Sao Của Quỷ,Jo Nesbo,209000,125400,688,Truyện Trinh Thám,182,4.8,Nhà Xuất Bản Hà Nội,40.0,86275200
1531,60808686,Các Tầng Địa Ngục Theo Phật Giáo,Unknown,150000,82500,934,Others,190,4.8,Nhà Xuất Bản Thế Giới,45.0,77055000
1532,173515982,Quyền Lực Đích Thực (Tái Bản Lần 11),Thích Nhất Hạnh,140000,115000,345,Others,27,5.0,Nhà Xuất Bản Hồng Đức,17.86,39675000
1534,199196854,Năng Lượng Của Tiền,Unknown,239000,203000,2802,"Sách Tài Chính, Tiền Tệ",0,0.0,Nhà Xuất Bản Dân Trí,15.06,568806000
1535,202533847,Tàn Thứ Phẩm - Tập 1,Priest,169000,169000,66,Truyện Đam Mỹ,20,4.7,Nhà Xuất Bản Hà Nội,0.0,11154000
1536,157054867,Tôi Muốn Giỏi Tiếng Anh Nhưng Tôi Không Muốn Chăm Chỉ,Moon Duk,210000,147000,323,Sách Học Tiếng Anh,69,5.0,Nhà Xuất Bản Công Thương,30.0,47481000
1537,196948209,Horimiya - 16,Hero X Hagiwara Daisuke,50000,37001,1541,Others,330,5.0,Nhà Xuất Bản Hà Nội,26.0,57018541
1538,206795253,Bộ sách giao dịch theo Wyckoff - Làm giàu từ chứng khoán bằng phương pháp VSA chính gốc,Rubén Villahermosa Chaves,998000,998000,16,"Sách Tài Chính, Tiền Tệ",1,5.0,Nhà Xuất Bản Thế Giới,0.0,15968000
1539,197588261,Tô Màu Phát Triển Não Bộ Cho Bé 1-5 Tuổi Tập 8,Phạm Ngọc Điệp,16000,9600,22,Tô Màu - Luyện Chữ,3,5.0,Nhà Xuất Bản Dân Trí,40.0,211200
1540,77324132,Phụ Nữ Hiểu Biết Sẽ Có Cuộc Sống Đẳng Cấp Hơn (Tặng Kèm Bookmark),Jenny Kiều,119000,76001,3032,Truyện Ngắn - Tản Văn - Tạp Văn,622,5.0,Nhà Xuất Bản Văn Học,36.13,230435032
1541,55605170,Cơ Thể Tự Chữa Lành: Thực Phẩm Thay Đổi Cuộc Sống,Anthony William,185000,130000,6540,Others,1003,4.8,Nhà Xuất Bản Thanh Niên,29.73,850200000
1542,89766750,Lincoln Bàn Về Lãnh Đạo - Các Chiến Lược Điều Hành Trong Thời Kỳ Gian Khó,Donald T Phillips,130000,71500,498,"Sách Quản Trị, Lãnh Đạo",58,4.8,Nhà Xuất Bản Dân Trí,45.0,35607000
1543,196831943,"Lịch Sử Văn Minh Thế Giới Phần IV “Thời Đại Đức Tin”, Tập 2: Văn Minh Hồi Giáo Và Do Thái",Will Durant,275000,156400,148,Lịch Sử Thế Giới,18,4.8,Nhà Xuất Bản Khoa Học Xã Hội,43.13,23147200
1544,193226972,Thế Giới Otomegame Thật Khắc Nghiệt Với Nhân Vật Quần Chúng (Tập 1) - Tái Bản,Mishima Yomu,157000,110001,68,Light Novel,26,4.8,Nhà Xuất Bản Thế Giới,29.94,7480068
1545,74285820,Cơ Thể Tự Chữa Lành: Nước Ép Cần Tây,Anthony William,148000,90001,3391,Others,545,5.0,Nhà Xuất Bản Thanh Niên,39.19,305193391
1546,474814,Thơ Tố Hữu (Tái Bản 2016),Tố Hữu,35000,30100,1792,Others,230,4.8,Unknown,14.0,53939200
1547,190707002,"Bộ Luật Tố Tụng Hình Sự (Hiện Hành) (Sửa Đổi, Bổ Sung Năm 2021)",Unknown,117300,117300,2802,Others,0,0.0,Nhà Xuất Bản Chính Trị Quốc Gia Sự Thật,0.0,328674600
1548,56757447,Tiền Đẻ Ra Tiền: Đầu Tư Tài Chính Thông Minh,Ducan Bannatyne,120000,86400,2821,Bài Học Kinh Doanh,523,4.8,Nhà Xuất Bản Hồng Đức,28.0,243734400
1549,178231969,"Hello Các Bạn, Mình Là Tôi Đi Code Dạo",Phạm Huy Hoàng,189000,103950,335,Lĩnh Vực Khác,63,4.8,Nhà Xuất Bản Thanh Niên,45.0,34823250
1550,131139976,Cao Thủ Đổi Đen Thay Trắng - Tập 4 (Dành Cho 18+),Phong Thư Lưu Ngốc,159000,111300,388,Tiểu Thuyết,148,5.0,Nhà Xuất Bản Hà Nội,30.0,43184400
1551,186578991,"Nghĩ Đơn Giản, Sống Đơn Thuần (Tái Bản) - Tặng 1 Bookmark",Tolly Burkan,89000,71000,136,Others,16,5.0,Nhà Xuất Bản Thế Giới,20.22,9656000
1552,145092081,Khóa Học Nấu Ăn Tại Gia Của Gordon Ramsay,Gordon Ramsay,255000,204000,434,Others,81,4.8,Nhà Xuất Bản Thế Giới,20.0,88536000
1553,202961772,Dragon Quest - Dấu ấn Roto (Dragon Quest Saga Emblem of Roto) Perfect Edition - Tập 11 - Tặng Kèm Bookmark PVC,Kamui Fujiwara,75000,75000,38,Others,1,5.0,Nhà Xuất Bản Kim Đồng,0.0,2850000
1554,206837193,Khách Hàng Thật Sự Cần Gì?,Jim Kalbach,180000,120600,9,Sách Kỹ Năng Làm Việc,0,0.0,Nhà Xuất Bản Thế Giới,33.0,1085400
1555,50070695,"Sách PACE Books - Thiết kế tổ chức (Organizational Design) - Richard M. Burton, Brge Obel, Dorthe Djbak Hkonsson.",Unknown,175000,139200,382,"Sách Quản Trị, Lãnh Đạo",35,4.5,Nhà Xuất Bản Tổng Hợp Tp.Hcm,20.46,53174400
1556,777517,Phong Thủy Trong Bất Động Sản,Jo Incheol,198000,131800,1879,Others,181,4.6,Unknown,33.43,247652200
1557,56377199,Giải Mã Siêu Trí Tuệ,Vishen Lakhiani,159000,106530,306,Others,28,4.6,Nhà Xuất Bản Công Thương,33.0,32598180
1558,199045168,Học Viện Siêu Anh Hùng Vigilantes - My Hero Academia Illegals - Tập 2: Phán Xử,Kohei Horikoshi,30000,30000,257,Others,27,5.0,Nhà Xuất Bản Kim Đồng,0.0,7710000
1559,26135056,Bộ 2 cuốn sách về kinh tế hay nhất : Dạy Con Làm Giàu (Tập 1) - Để Không Có Tiền Vẫn Tạo Ra Tiền  + Dạy Con Làm Giàu (Tập 2) - Sử Dụng Đồng Vốn (Tặng kèm Bookmark thiết kế  AHA),Robert T Kiyosaki,185000,140600,213,Bài Học Kinh Doanh,48,5.0,Nxb Trẻ,24.0,29947800
1560,335337,Tôi Tài Giỏi - Bạn Cũng Thế,Adam Khoo,135000,121000,146,Sách Nghệ Thuật Sống Đẹp,12,5.0,Nhà Xuất Bản Phụ Nữ,10.37,17666000
1561,174215334,Ajin - Boxset Số 1 (Tập 1 - 6) - Tặng Kèm Bookmark 3D,Sakurai Gamon,300000,252001,1643,Others,555,4.6,Nxb Trẻ,16.0,414037643
1562,109018530,Vườn Hoa Mạt Dược Ký Sự - Những Kỳ Án Nổi Tiếng Chưa Có Lời Giải (Tặng Kèm 1 Bookmark Chữ Nhật),Hà Mạt Bì,139000,89001,1876,Truyện Trinh Thám,554,4.8,Nhà Xuất Bản Thế Giới,35.97,166965876
1563,137561095,Combo 2 Cuốn Sách Tâm Lý Học Nhập Môn: Toàn Thư Tâm Lý Học + Từ Điển Tâm Lý,Motofumi Fukahori,254000,177001,985,Others,276,5.0,Nhà Xuất Bản Thế Giới,30.31,174345985
1564,168576295,Mình Phải Sống Như Biển Rộng Sông Dài,Xu,109000,76001,1826,Truyện Ngắn - Tản Văn - Tạp Văn,295,5.0,Nhà Xuất Bản Thế Giới,30.27,138777826
1565,189641377,Kombucha - Tuyệt Đỉnh Thức Uống Lên Men,Hannah Crum,320000,223001,253,Others,30,5.0,Nhà Xuất Bản Phụ Nữ,30.31,56419253
1566,142002263,Muôn Kiếp Nhân Sinh 2 (Bìa Cứng),Nguyên Phong,338000,223000,561,Others,139,4.8,Nhà Xuất Bản Tổng Hợp Tp.Hcm,34.02,125103000
1567,96750999,"Để Yên Cho Bác Sĩ ""Hiền"" - Nhật Ký Covid",Bs. Ngô Đức Hùng,102000,65001,2873,Truyện Dài,667,5.0,Nhà Xuất Bản Thế Giới,36.27,186747873
1568,77448426,Món Lạ Miền Nam (Tái Bản),Vũ Bằng,58000,34800,337,Truyện Ngắn - Tản Văn - Tạp Văn,60,4.8,Nhà Xuất Bản Hội Nhà Văn,40.0,11727600
1569,427631,Tầm Nhìn Thay Đổi Quốc Gia,Mohammed Bin Rashid Al Maktoum,268000,176800,1757,Bài Học Kinh Doanh,30,4.5,Unknown,34.03,310637600
1570,193895769,"Cao Thủ ""Đổi Đen Thay Trắng"" - Tập 6 (Tiểu thuyết)",Phong Thư Lưu Ngốc,159000,129000,175,Truyện Đam Mỹ,42,5.0,Nhà Xuất Bản Hà Nội,18.87,22575000
1571,197674390,SPY ROOM – Lớp học điệp viên - (Ngoại truyện tập 1: Trận chiến cô dâu),Takemachi,99000,73200,294,Light Novel,66,5.0,Nhà Xuất Bản Hà Nội,26.06,21520800
1572,163165281,Mong Mẹ Hãy Yêu Lấy Chính Mình,Unknown,99000,69200,844,Truyện Ngắn - Tản Văn - Tạp Văn,125,5.0,Nhà Xuất Bản Dân Trí,30.1,58404800
1573,71947999,Ngôi Nhà Của Người Cá Say Ngủ (Tái Bản 2020)(Tặng Kèm 1 Bookmark Mermaid),Higashino Keigo,129000,83001,1344,Tiểu Thuyết,345,5.0,Nhà Xuất Bản Văn Học,35.66,111553344
1574,201004690,Ở nơi quỷ sứ giặc non,Maurice Sendak,65000,39000,31,Truyện Kể Cho Bé,1,5.0,Nhà Xuất Bản Hội Nhà Văn,40.0,1209000
1575,2716247,Quẳng Gánh Lo Đi Và Vui Sống (Bìa Cứng),Dale Breckenridge Carnegie,108000,71200,5842,Sách Nghệ Thuật Sống Đẹp,574,4.8,Nhà Xuất Bản Tổng Hợp Tp.Hcm,34.07,415950400
1576,110883362,Ước Mơ Heo (Câu Chuyện Một Chú Bé Ước Mơ Được Biến Thành Heo),Kim Sungmi,69000,59000,2802,Văn Học Thiếu Nhi,0,0.0,Nhà Xuất Bản Hà Nội,14.49,165318000
1577,134958186,XÂY DỰNG ĐẾ CHẾ KINH DOANH 1 NGƯỜI,Nguyễn Tất Kiểm,149000,149000,832,Sách Marketing - Bán Hàng,104,4.5,Nhà Xuất Bản Thanh Niên,0.0,123968000
1578,198707246,Osho - Tâm Trí Tỉnh Thức,Osho,139000,87000,65,Others,4,5.0,Nhà Xuất Bản Lao Động,37.41,5655000
1579,2314955,Ăn Ít Để Khỏe,Yoshinori Nagumo,119000,77700,194,Others,24,4.7,Nhà Xuất Bản Lao Động,34.71,15073800
1580,72680632,Năng Lực Tìm Kiếm,Sir Lưu,91000,59001,4938,Sách Kỹ Năng Làm Việc,1008,4.8,Nhà Xuất Bản Lao Động,35.16,291346938
1581,87978940,Hashtag No.4 Food - Khởi Sự Kinh Doanh Dịch Vụ Ăn Uống (2 Cuốn),Unknown,325000,227500,614,Others,130,5.0,Nhà Xuất Bản Dân Trí,30.0,139685000
1582,205927383,Mất Kiểm Soát ( Tặng kèm Bookmark),Trương Chấn,380000,266000,13,Truyện Trinh Thám,1,5.0,Nhà Xuất Bản Văn Học,30.0,3458000
1583,195801673,Khoa Học Khám Phá - Vũ Trụ Trong Vỏ Hạt Dẻ (Tái Bản 2022),Stephen Hawking,108000,88000,101,Kiến Thức Bách Khoa,11,5.0,Nxb Trẻ,18.52,8888000
1584,188408329,Combo Người Bà Tài Giỏi Vùng Saga (Tập 1+2+3+4+5+6+7+8)_Tặng Kèm Khóa và Bookmark,Unknown,416000,366080,22,Others,7,5.0,Nhiều Nhà Xuất Bản,12.0,8053760
1585,10671296,Triết Học - Khái Lược Những Tư Tưởng Lớn,Dk,390000,299000,3817,Others,348,4.8,Unknown,23.33,1141283000
1586,185909477,Tin Vào Chính Mình,Louise L. Hay,68000,58100,153,Others,20,5.0,Nhà Xuất Bản Tổng Hợp Tp.Hcm,14.56,8889300
1588,96867790,Xuất Nhập Khẩu Thực Chiến (Tặng kèm 06 tháng Account kho tài liệu),Phạm Ngọc Anh,590000,590000,811,Bài Học Kinh Doanh,163,4.8,Nhà Xuất Bản Tài Chính,0.0,478490000
1589,197990869,Doraemon Movie Story: Tân Nobita Và Chuyến Phiêu Lưu Vào Xứ Quỷ - 7 Dũng Sĩ Phép Thuật,Fujiko F Fujio,30000,29000,156,Others,12,5.0,Nhà Xuất Bản Kim Đồng,3.33,4524000
1590,186265449,Bạn Đang Nghịch Gì Với Đời Mình? (Tái Bản 2022),J.Krishnamurti,124000,70600,75,Others,4,5.0,Nhà Xuất Bản Hồng Đức,43.06,5295000
1591,145167507,Combo 2 Cuốn: Tư Duy Phản Biện+ Tư Duy Logic,Unknown,195000,155000,171,Others,31,4.8,Nhà Xuất Bản Thế Giới,20.51,26505000
1592,59362963,Osho Đàn Ông - The Book Of Men,Osho,119000,83300,1315,Sách Giáo Dục,181,4.8,Nhà Xuất Bản Hà Nội,30.0,109539500
1593,82041440,Models: Quyến Rũ Phái Đẹp Bằng Cả Chân Tình,Mark Manson,160000,91000,725,Others,150,4.8,Nhà Xuất Bản Thanh Niên,43.12,65975000
1594,189643106,Tự Tôn,Osho,169000,121000,83,Others,13,5.0,Nhà Xuất Bản Lao Động,28.4,10043000
1595,186112397,Gieo Thói Quen Nhỏ Gặt Thành Công Lớn (Tái bản),Stephen Guise,99000,60400,47,Others,7,4.3,Nhà Xuất Bản Lao Động,38.99,2838800
1596,179214462,Siêu Trí Nhớ  (Tái bản),Dominic O' Brien,119000,78001,54,Others,7,4.3,Nhà Xuất Bản Lao Động,34.45,4212054
1597,185851588,Tuyển tập Thơ hay cho Trẻ mầm non (Minh họa bằng tranh theo chủ đề - Theo chuẩn giáo dục mầm non),Hà Phương,56306,36599,30,Văn Học Thiếu Nhi,1,5.0,Nhà Xuất Bản Hà Nội,35.0,1097970
1598,198228434,Tâm Trí Thấm Hút,Maria Montessori,239000,167300,31,Sách Làm Cha Mẹ,0,0.0,Nhà Xuất Bản Thế Giới,30.0,5186300
1599,595703,Sổ Tay Từ Vựng Tiếng Hàn Thông Dụng - B,The Changmi,65000,42250,197,Others,2,5.0,Nhà Xuất Bản Đại Học Quốc Gia Hà Nội,35.0,8323250
1600,116397448,Túp Lều Bác Tom,Harriet Beecher Stowe,168000,100800,401,Tiểu Thuyết,104,4.8,Nhà Xuất Bản Văn Học,40.0,40420800
1601,172545674,Phía Tây Không Có Gì Lạ - Tái Bản,Erich Maria Remarque,80000,48400,29,Truyện Ngắn - Tản Văn - Tạp Văn,2,5.0,Nhà Xuất Bản Văn Học,39.5,1403600
1602,194205615,Anh Chàng Hobbit,J. R. R. Tolkien,175000,128000,74,Văn Học Thiếu Nhi,11,4.6,Nhà Xuất Bản Hội Nhà Văn,26.86,9472000
1603,1674007,Trước Khi Nhắm Mắt,Keigo Higashino,108000,71000,3728,Truyện Trinh Thám,281,4.6,Unknown,34.26,264688000
1604,110112108,Phương Pháp Đầu Tư Warren Buffett,Robert G. Hagstrom,108000,97000,9,Bài Học Kinh Doanh,1,1.0,Nhà Xuất Bản Công Thương,10.19,873000
1605,197781968,Migi & Dali Tập 3,Nami Sano,40000,40000,242,Others,20,5.0,Nhà Xuất Bản Kim Đồng,0.0,9680000
1606,89591450,Từ Vô Hình Đến Hữu Hình: Khám Phá Thế Giới Diệu Kỳ Của Các Loại Vật Chất ,Mark Miodownik,99000,67400,1679,Kiến Thức Bách Khoa,441,5.0,Nhà Xuất Bản Thế Giới,31.92,113164600
1607,73207240,Xa Ngoài Kia Nơi Loài Tôm Hát - Where The Crawdads Sing,Delia Owens,165000,140000,4,Tiểu Thuyết,0,0.0,Nxb Trẻ,15.15,560000
1608,194205609,Ai Đó Chạy Cùng Ta,David Grossman,225000,142001,63,Truyện Ngắn - Tản Văn - Tạp Văn,2,5.0,Nhà Xuất Bản Hội Nhà Văn,36.89,8946063
